Timestamp,T7/betaL,AF3/betaL,Pz/betaL,AF4/betaL,T8/betaL,T7/theta,AF3/theta,Pz/theta,AF4/theta,T8/theta,T7/alpha,AF3/alpha,Pz/alpha,AF4/alpha,T8/alpha,T7/betaH,AF3/betaH,Pz/betaH,AF4/betaH,T8/betaH,T7/gamma,AF3/gamma,Pz/gamma,AF4/gamma,T8/gamma
2023-05-14 18:11:03.525,194.183,1.022,1.280,1.049,0.856,553.944,1.722,2.189,1.288,2.018,354.339,2.933,1.472,2.060,2.233,105.346,0.420,0.612,0.691,0.543,49.314,0.683,0.278,0.893,0.181
2023-05-14 18:11:03.652,162.567,1.046,1.167,1.084,0.864,608.045,2.324,2.552,1.950,2.635,353.510,2.852,1.865,2.231,2.788,112.007,0.378,0.574,0.715,0.616,54.839,0.663,0.326,1.019,0.193
2023-05-14 18:11:03.781,131.858,1.048,1.021,1.039,0.866,680.226,2.812,2.950,2.596,3.227,376.475,2.787,2.551,2.509,3.267,122.993,0.367,0.557,0.744,0.687,60.944,0.661,0.376,1.242,0.230
2023-05-14 18:11:03.899,108.878,1.037,0.910,0.936,0.835,768.675,3.008,3.193,2.996,3.619,431.911,2.731,3.507,2.787,3.534,134.397,0.386,0.546,0.756,0.729,67.609,0.691,0.418,1.522,0.283
2023-05-14 18:11:04.027,95.795,1.012,0.863,0.807,0.759,874.151,2.878,3.176,3.026,3.684,513.766,2.646,4.603,2.937,3.482,141.780,0.429,0.525,0.744,0.726,73.877,0.761,0.445,1.789,0.340
2023-05-14 18:11:04.155,90.041,0.975,0.871,0.682,0.668,995.198,2.522,2.892,2.693,3.429,594.589,2.522,5.598,2.893,3.111,141.190,0.491,0.492,0.726,0.676,77.906,0.871,0.452,1.968,0.386
2023-05-14 18:11:04.276,86.576,0.931,0.893,0.598,0.600,1105.956,2.203,2.462,2.240,3.031,641.657,2.418,6.238,2.716,2.548,130.816,0.575,0.453,0.731,0.594,77.815,1.006,0.442,2.003,0.414
2023-05-14 18:11:04.402,86.176,0.880,0.878,0.565,0.568,1181.350,2.146,2.017,1.933,2.684,635.834,2.370,6.345,2.493,1.952,113.870,0.686,0.420,0.779,0.499,73.365,1.135,0.427,1.886,0.419
2023-05-14 18:11:04.529,97.381,0.821,0.804,0.570,0.569,1184.076,2.425,1.674,1.941,2.501,585.966,2.383,5.897,2.294,1.467,96.967,0.833,0.399,0.868,0.418,66.497,1.227,0.413,1.658,0.407
2023-05-14 18:11:04.649,128.937,0.751,0.676,0.588,0.586,1112.334,2.937,1.503,2.245,2.481,513.837,2.443,5.034,2.149,1.176,86.719,1.016,0.394,0.992,0.379,60.683,1.267,0.404,1.389,0.385
2023-05-14 18:11:04.778,181.264,0.672,0.531,0.604,0.597,975.063,3.445,1.472,2.661,2.477,445.293,2.504,4.010,2.051,1.083,85.919,1.224,0.403,1.133,0.394,58.785,1.261,0.396,1.147,0.360
2023-05-14 18:11:04.904,243.644,0.589,0.401,0.615,0.582,823.616,3.674,1.520,2.930,2.333,395.711,2.542,3.078,2.002,1.163,92.218,1.425,0.425,1.269,0.455,61.521,1.235,0.380,0.973,0.334
2023-05-14 18:11:05.025,296.712,0.511,0.315,0.620,0.534,695.212,3.530,1.614,2.914,2.044,363.274,2.569,2.400,2.029,1.403,99.319,1.584,0.451,1.375,0.537,67.137,1.216,0.353,0.876,0.311
2023-05-14 18:11:05.151,321.409,0.453,0.299,0.628,0.481,630.531,3.129,1.769,2.660,1.711,336.343,2.602,2.018,2.162,1.767,100.976,1.669,0.479,1.435,0.607,72.503,1.224,0.313,0.842,0.293
2023-05-14 18:11:05.280,308.402,0.440,0.373,0.662,0.468,609.404,2.680,1.978,2.348,1.462,302.355,2.628,1.882,2.398,2.191,95.139,1.667,0.504,1.443,0.638,74.480,1.259,0.268,0.846,0.286
2023-05-14 18:11:05.399,263.875,0.492,0.538,0.741,0.523,601.448,2.302,2.186,2.118,1.348,259.885,2.614,1.894,2.675,2.589,84.573,1.587,0.526,1.396,0.619,71.273,1.306,0.229,0.874,0.292
2023-05-14 18:11:05.526,203.528,0.619,0.761,0.865,0.645,580.120,2.000,2.302,2.030,1.370,218.303,2.521,1.948,2.882,2.846,74.453,1.447,0.540,1.296,0.557,63.318,1.348,0.203,0.927,0.307
2023-05-14 18:11:05.654,143.088,0.793,0.994,1.010,0.793,545.537,1.774,2.353,2.117,1.536,189.978,2.327,1.978,2.919,2.863,69.823,1.267,0.540,1.152,0.478,52.802,1.370,0.193,1.001,0.325
2023-05-14 18:11:05.776,95.252,0.958,1.169,1.124,0.900,515.300,1.620,2.324,2.341,1.857,182.716,2.050,1.964,2.742,2.598,74.340,1.071,0.522,0.980,0.409,42.668,1.376,0.193,1.083,0.334
2023-05-14 18:11:05.902,64.467,1.054,1.238,1.151,0.920,502.394,1.468,2.259,2.588,2.290,195.302,1.737,1.947,2.390,2.123,88.389,0.880,0.492,0.808,0.368,35.401,1.378,0.196,1.147,0.325
2023-05-14 18:11:06.029,48.626,1.044,1.186,1.066,0.868,515.111,1.384,2.183,2.796,2.775,222.619,1.459,1.969,1.979,1.613,110.081,0.725,0.467,0.657,0.358,32.276,1.388,0.196,1.167,0.299
2023-05-14 18:11:06.150,43.660,0.937,1.039,0.894,0.808,528.174,1.435,2.211,2.976,3.251,259.636,1.266,2.031,1.627,1.262,136.422,0.645,0.459,0.546,0.375,33.612,1.416,0.193,1.133,0.262
2023-05-14 18:11:06.278,46.414,0.776,0.853,0.702,0.815,514.655,1.706,2.377,3.175,3.646,302.400,1.171,2.156,1.401,1.189,163.792,0.656,0.470,0.489,0.411,39.332,1.459,0.191,1.050,0.225
2023-05-14 18:11:06.404,54.028,0.617,0.700,0.545,0.915,461.009,2.193,2.661,3.423,3.901,346.055,1.137,2.390,1.277,1.380,186.975,0.748,0.489,0.496,0.456,48.481,1.517,0.193,0.939,0.196
2023-05-14 18:11:06.525,62.926,0.513,0.637,0.446,1.064,381.209,2.808,3.024,3.730,4.011,382.908,1.126,2.819,1.188,1.702,200.519,0.876,0.500,0.559,0.503,58.978,1.587,0.202,0.829,0.179
2023-05-14 18:11:06.651,70.922,0.487,0.670,0.395,1.170,303.238,3.392,3.351,4.028,3.965,406.037,1.134,3.534,1.111,2.011,200.650,0.976,0.490,0.644,0.536,67.976,1.664,0.219,0.749,0.174
2023-05-14 18:11:06.781,77.715,0.536,0.757,0.367,1.161,255.135,3.791,3.595,4.229,3.829,408.931,1.170,4.512,1.049,2.210,186.711,0.995,0.456,0.700,0.552,72.927,1.740,0.239,0.718,0.179
2023-05-14 18:11:06.899,83.232,0.642,0.852,0.350,1.039,246.536,3.877,3.703,4.203,3.553,388.033,1.248,5.601,1.037,2.289,161.030,0.931,0.408,0.698,0.558,72.472,1.812,0.260,0.737,0.194
2023-05-14 18:11:07.027,87.920,0.776,0.942,0.362,0.873,269.640,3.603,3.692,3.903,3.165,346.532,1.342,6.537,1.079,2.277,128.656,0.838,0.365,0.640,0.565,67.060,1.877,0.276,0.789,0.214
2023-05-14 18:11:07.154,93.099,0.900,1.004,0.418,0.743,310.008,3.019,3.598,3.356,2.676,293.479,1.403,7.083,1.134,2.187,95.749,0.793,0.340,0.557,0.581,58.618,1.927,0.285,0.847,0.236
2023-05-14 18:11:07.276,97.783,0.995,1.006,0.518,0.701,351.918,2.314,3.502,2.731,2.239,240.569,1.446,7.184,1.166,2.035,67.964,0.843,0.337,0.495,0.605,49.709,1.947,0.286,0.889,0.253
2023-05-14 18:11:07.402,100.948,1.057,0.926,0.643,0.736,391.108,1.696,3.459,2.190,1.930,198.487,1.530,6.970,1.169,1.833,48.735,0.973,0.357,0.505,0.625,42.504,1.917,0.280,0.903,0.259
2023-05-14 18:11:07.529,101.690,1.086,0.791,0.754,0.794,426.425,1.303,3.445,1.843,1.816,173.801,1.716,6.693,1.169,1.605,39.280,1.116,0.391,0.611,0.628,37.920,1.829,0.272,0.895,0.254
2023-05-14 18:11:07.649,99.372,1.082,0.655,0.814,0.807,459.789,1.158,3.381,1.677,1.833,166.016,1.997,6.566,1.185,1.355,39.252,1.188,0.426,0.798,0.605,35.753,1.692,0.267,0.888,0.241
2023-05-14 18:11:07.778,93.288,1.038,0.553,0.804,0.744,487.349,1.252,3.213,1.665,1.913,168.928,2.287,6.655,1.217,1.106,46.244,1.142,0.466,1.016,0.565,35.054,1.535,0.264,0.909,0.226
2023-05-14 18:11:07.904,84.238,0.958,0.532,0.744,0.640,505.133,1.501,2.936,1.735,1.964,172.973,2.490,6.874,1.264,0.918,57.611,1.003,0.519,1.210,0.529,34.739,1.400,0.262,0.975,0.215
2023-05-14 18:11:08.024,74.918,0.868,0.620,0.687,0.570,501.470,1.787,2.552,1.803,1.908,170.618,2.558,7.085,1.323,0.855,70.528,0.841,0.588,1.343,0.519,34.264,1.322,0.257,1.084,0.211
2023-05-14 18:11:08.152,69.313,0.804,0.792,0.681,0.593,469.544,2.015,2.136,1.810,1.751,157.806,2.499,7.175,1.374,0.925,82.247,0.727,0.671,1.397,0.544,33.732,1.314,0.246,1.208,0.213
2023-05-14 18:11:08.281,71.591,0.790,0.981,0.743,0.722,408.135,2.121,1.787,1.749,1.570,135.335,2.357,7.090,1.389,1.075,90.279,0.699,0.757,1.374,0.593,33.347,1.363,0.230,1.310,0.217
2023-05-14 18:11:08.399,84.364,0.823,1.129,0.850,0.910,328.792,2.092,1.576,1.637,1.465,112.066,2.178,6.813,1.350,1.234,93.246,0.748,0.830,1.295,0.644,33.430,1.438,0.216,1.360,0.221
2023-05-14 18:11:08.527,106.759,0.884,1.193,0.968,1.075,247.271,1.938,1.470,1.476,1.461,100.179,1.989,6.340,1.257,1.330,91.194,0.828,0.876,1.193,0.673,34.238,1.505,0.212,1.349,0.222
2023-05-14 18:11:08.654,135.312,0.939,1.145,1.069,1.146,183.977,1.701,1.407,1.278,1.547,109.150,1.777,5.686,1.124,1.307,85.763,0.893,0.877,1.105,0.667,35.687,1.547,0.223,1.292,0.221
2023-05-14 18:11:08.775,164.718,0.966,1.000,1.141,1.093,157.766,1.422,1.338,1.054,1.667,138.654,1.508,4.906,0.971,1.150,79.998,0.927,0.831,1.061,0.623,37.316,1.569,0.249,1.213,0.218
2023-05-14 18:11:08.901,188.459,0.958,0.803,1.183,0.939,173.000,1.135,1.261,0.830,1.792,176.855,1.176,4.104,0.821,0.896,76.723,0.948,0.742,1.068,0.553,38.398,1.585,0.279,1.138,0.214
2023-05-14 18:11:09.029,203.663,0.924,0.615,1.190,0.742,215.151,0.904,1.202,0.644,1.886,208.444,0.832,3.409,0.699,0.629,77.444,0.989,0.633,1.123,0.484,38.129,1.608,0.303,1.080,0.209
2023-05-14 18:11:09.149,212.113,0.885,0.498,1.155,0.566,253.877,0.750,1.171,0.510,1.943,222.701,0.550,2.906,0.619,0.433,82.643,1.068,0.535,1.221,0.442,36.238,1.640,0.313,1.040,0.204
2023-05-14 18:11:09.279,216.830,0.861,0.480,1.078,0.455,270.727,0.688,1.181,0.437,1.907,216.075,0.377,2.598,0.592,0.359,91.460,1.186,0.479,1.333,0.445,33.199,1.672,0.310,1.007,0.199
2023-05-14 18:11:09.404,221.103,0.861,0.561,0.971,0.436,250.009,0.838,1.341,0.581,1.989,192.332,0.351,2.425,0.632,0.407,102.536,1.317,0.481,1.416,0.495,30.484,1.686,0.298,0.969,0.198
2023-05-14 18:11:09.524,225.764,0.882,0.722,0.858,0.512,214.409,1.446,1.881,1.270,2.591,161.839,0.502,2.388,0.754,0.551,115.910,1.423,0.544,1.429,0.585,30.596,1.671,0.281,0.923,0.199
2023-05-14 18:11:09.652,228.716,0.921,0.917,0.778,0.673,178.711,2.646,2.971,2.730,3.970,137.622,0.837,2.566,0.961,0.743,133.152,1.474,0.654,1.360,0.700,35.901,1.625,0.264,0.873,0.202
2023-05-14 18:11:09.773,226.530,0.975,1.086,0.765,0.890,163.607,4.324,4.595,4.858,6.042,126.973,1.313,3.077,1.214,0.923,155.713,1.448,0.778,1.220,0.809,47.152,1.553,0.248,0.825,0.206
2023-05-14 18:11:09.899,219.881,1.033,1.195,0.816,1.117,186.809,6.099,6.469,7.177,8.318,131.082,1.844,3.914,1.448,1.035,182.953,1.344,0.877,1.041,0.881,62.711,1.463,0.234,0.788,0.212
2023-05-14 18:11:10.026,214.090,1.063,1.228,0.888,1.301,274.868,7.433,8.036,9.002,10.052,145.647,2.282,4.890,1.580,1.037,209.743,1.183,0.925,0.880,0.897,79.018,1.358,0.224,0.772,0.223
2023-05-14 18:11:10.147,216.500,1.041,1.186,0.937,1.394,440.752,7.902,8.804,9.797,10.653,161.450,2.505,5.765,1.573,0.946,227.759,0.996,0.914,0.786,0.857,92.299,1.245,0.225,0.793,0.239
2023-05-14 18:11:10.276,233.174,0.987,1.083,0.962,1.389,663.858,7.429,8.569,9.446,9.976,170.167,2.453,6.361,1.441,0.819,230.824,0.821,0.854,0.773,0.780,100.405,1.140,0.236,0.858,0.259
2023-05-14 18:11:10.402,265.592,0.936,0.953,0.991,1.316,899.161,6.298,7.505,8.254,8.324,173.009,2.171,6.606,1.245,0.732,218.749,0.680,0.764,0.814,0.692,103.015,1.058,0.255,0.957,0.279
2023-05-14 18:11:10.522,309.180,0.926,0.838,1.045,1.220,1086.635,5.034,6.136,6.822,6.329,178.713,1.797,6.537,1.075,0.750,197.649,0.594,0.668,0.864,0.618,101.150,1.011,0.277,1.066,0.297
2023-05-14 18:11:10.649,353.874,0.962,0.740,1.115,1.131,1184.034,4.128,5.027,5.702,4.615,196.623,1.480,6.246,0.989,0.877,176.876,0.581,0.585,0.880,0.567,96.419,1.002,0.292,1.159,0.310
2023-05-14 18:11:10.778,387.689,1.021,0.657,1.167,1.058,1179.607,3.762,4.482,5.116,3.512,227.803,1.313,5.844,0.984,1.062,163.047,0.651,0.520,0.841,0.536,90.022,1.026,0.297,1.221,0.316
2023-05-14 18:11:10.896,400.644,1.059,0.577,1.169,0.988,1112.148,3.758,4.428,4.903,2.971,264.827,1.303,5.446,1.019,1.239,157.059,0.795,0.473,0.756,0.513,82.412,1.067,0.291,1.249,0.315
2023-05-14 18:11:11.024,391.160,1.029,0.485,1.090,0.899,1084.900,3.775,4.523,4.720,2.711,303.882,1.386,5.127,1.055,1.364,154.869,0.989,0.446,0.653,0.488,74.030,1.116,0.279,1.259,0.307
2023-05-14 18:11:11.152,369.014,0.923,0.393,0.937,0.785,1197.852,3.567,4.474,4.326,2.487,342.905,1.472,4.956,1.075,1.424,150.153,1.208,0.450,0.575,0.470,66.323,1.172,0.265,1.274,0.293
2023-05-14 18:11:11.273,356.366,0.779,0.348,0.752,0.672,1496.949,3.181,4.247,3.764,2.254,384.361,1.516,5.005,1.081,1.429,140.162,1.417,0.502,0.551,0.481,61.997,1.238,0.252,1.312,0.277
2023-05-14 18:11:11.399,373.764,0.649,0.371,0.593,0.583,1910.257,2.808,3.954,3.210,2.051,430.339,1.504,5.291,1.061,1.392,127.459,1.579,0.604,0.590,0.529,63.345,1.318,0.238,1.372,0.263
2023-05-14 18:11:11.526,428.605,0.573,0.444,0.501,0.524,2302.362,2.523,3.621,2.750,1.890,476.837,1.434,5.714,1.006,1.312,117.898,1.660,0.735,0.670,0.601,70.440,1.407,0.224,1.434,0.254
2023-05-14 18:11:11.646,507.069,0.555,0.542,0.481,0.484,2512.612,2.368,3.321,2.424,1.738,514.042,1.326,6.061,0.917,1.189,116.248,1.643,0.854,0.754,0.664,80.589,1.486,0.209,1.476,0.251
2023-05-14 18:11:11.776,580.162,0.578,0.630,0.515,0.458,2439.207,2.296,3.059,2.224,1.560,527.757,1.219,6.115,0.820,1.046,122.160,1.531,0.917,0.807,0.687,89.416,1.532,0.196,1.484,0.254
2023-05-14 18:11:11.901,617.541,0.627,0.684,0.585,0.450,2097.617,2.243,2.827,2.148,1.405,503.753,1.143,5.761,0.740,0.935,131.448,1.349,0.897,0.810,0.656,92.933,1.521,0.188,1.458,0.257
2023-05-14 18:11:12.030,601.006,0.697,0.702,0.682,0.459,1614.509,2.179,2.631,2.207,1.355,439.387,1.109,5.082,0.690,0.913,138.048,1.144,0.792,0.763,0.586,89.551,1.449,0.188,1.407,0.256
2023-05-14 18:11:12.149,533.417,0.789,0.719,0.792,0.481,1156.921,2.108,2.467,2.373,1.452,348.212,1.108,4.344,0.674,1.030,136.916,0.962,0.629,0.697,0.510,80.514,1.329,0.195,1.334,0.248
2023-05-14 18:11:12.278,436.704,0.885,0.767,0.888,0.496,838.791,2.033,2.358,2.535,1.675,254.548,1.125,3.850,0.692,1.307,127.348,0.841,0.454,0.656,0.461,69.126,1.191,0.205,1.241,0.236
2023-05-14 18:11:12.396,339.351,0.952,0.862,0.937,0.490,703.206,1.974,2.335,2.604,1.924,179.996,1.135,3.814,0.734,1.709,112.401,0.805,0.308,0.674,0.456,59.483,1.068,0.216,1.133,0.226
2023-05-14 18:11:12.524,262.025,0.974,0.995,0.919,0.463,724.904,1.928,2.389,2.533,2.097,133.697,1.118,4.334,0.790,2.140,96.185,0.852,0.213,0.749,0.485,54.750,0.983,0.226,1.030,0.223
2023-05-14 18:11:12.652,211.519,0.964,1.114,0.844,0.428,823.818,1.865,2.467,2.344,2.137,116.547,1.081,5.375,0.863,2.480,82.962,0.953,0.167,0.851,0.519,55.648,0.943,0.235,0.957,0.228
2023-05-14 18:11:12.773,182.619,0.941,1.161,0.735,0.405,914.981,1.757,2.514,2.087,2.035,127.160,1.032,6.810,0.953,2.634,76.454,1.070,0.154,0.942,0.529,60.244,0.940,0.246,0.939,0.239
2023-05-14 18:11:12.899,166.467,0.917,1.126,0.622,0.408,967.997,1.580,2.469,1.809,1.830,159.283,0.976,8.422,1.048,2.561,78.527,1.178,0.159,0.994,0.508,65.252,0.962,0.259,0.994,0.258
2023-05-14 18:11:13.027,156.454,0.897,1.033,0.528,0.438,972.570,1.351,2.286,1.544,1.586,198.271,0.926,9.926,1.133,2.289,87.988,1.279,0.172,1.003,0.468,67.872,0.990,0.273,1.123,0.285
2023-05-14 18:11:13.146,149.404,0.880,0.922,0.471,0.490,918.967,1.113,1.951,1.309,1.362,230.541,0.905,11.010,1.204,1.905,100.446,1.391,0.193,0.983,0.427,66.723,1.005,0.285,1.296,0.319
2023-05-14 18:11:13.275,143.305,0.851,0.827,0.442,0.545,818.861,0.908,1.539,1.138,1.207,244.995,0.935,11.409,1.257,1.519,110.791,1.522,0.226,0.948,0.401,62.091,0.995,0.292,1.460,0.353
2023-05-14 18:11:13.402,136.368,0.789,0.765,0.421,0.584,690.456,0.778,1.180,1.087,1.136,236.899,1.023,10.988,1.286,1.207,113.902,1.655,0.271,0.907,0.393,55.499,0.960,0.291,1.559,0.381
2023-05-14 18:11:13.521,126.716,0.693,0.735,0.392,0.607,563.942,0.749,1.010,1.204,1.146,208.074,1.160,9.822,1.289,0.992,107.021,1.756,0.323,0.861,0.397,48.734,0.911,0.280,1.564,0.392
2023-05-14 18:11:13.649,117.272,0.586,0.734,0.356,0.632,464.532,0.814,1.120,1.487,1.225,166.929,1.310,8.211,1.263,0.856,92.284,1.787,0.374,0.807,0.403,43.322,0.869,0.261,1.489,0.384
2023-05-14 18:11:13.778,112.505,0.493,0.757,0.329,0.674,395.706,0.938,1.492,1.859,1.354,126.286,1.426,6.557,1.210,0.777,74.994,1.718,0.415,0.748,0.407,39.746,0.851,0.237,1.375,0.357
2023-05-14 18:11:13.896,115.696,0.428,0.807,0.321,0.728,346.750,1.062,1.992,2.169,1.486,100.626,1.459,5.192,1.126,0.728,61.751,1.555,0.439,0.690,0.416,37.582,0.869,0.212,1.276,0.317
2023-05-14 18:11:14.024,127.359,0.402,0.895,0.346,0.788,307.245,1.146,2.458,2.278,1.563,100.255,1.389,4.277,1.016,0.699,57.778,1.328,0.445,0.644,0.436,36.077,0.917,0.191,1.227,0.274
2023-05-14 18:11:14.151,145.482,0.443,1.014,0.449,0.884,286.087,1.213,2.769,2.179,1.587,128.944,1.224,3.757,0.901,0.695,64.007,1.096,0.438,0.637,0.479,34.730,0.974,0.177,1.233,0.239
2023-05-14 18:11:14.274,165.740,0.565,1.131,0.662,1.046,292.282,1.289,2.857,1.965,1.622,191.088,1.014,3.464,0.820,0.720,76.670,0.925,0.437,0.699,0.557,33.543,1.017,0.174,1.266,0.217
2023-05-14 18:11:14.399,181.647,0.760,1.212,0.979,1.287,341.877,1.434,2.773,1.824,1.761,284.564,0.836,3.267,0.809,0.767,89.892,0.862,0.456,0.838,0.672,32.817,1.037,0.183,1.286,0.213
2023-05-14 18:11:14.526,187.785,0.979,1.226,1.338,1.576,438.871,1.669,2.678,1.869,2.053,402.787,0.766,3.139,0.892,0.828,99.301,0.918,0.502,1.035,0.811,32.572,1.037,0.202,1.258,0.222
2023-05-14 18:11:14.648,182.951,1.152,1.151,1.640,1.844,590.422,2.023,2.787,2.173,2.489,527.040,0.832,3.121,1.047,0.887,103.561,1.067,0.567,1.247,0.942,32.521,1.030,0.228,1.173,0.238
2023-05-14 18:11:14.775,172.429,1.213,1.015,1.792,2.007,773.972,2.546,3.243,2.723,2.982,630.150,1.003,3.276,1.216,0.922,103.505,1.268,0.635,1.423,1.030,32.447,1.024,0.251,1.052,0.252
2023-05-14 18:11:14.901,165.145,1.158,0.861,1.767,2.010,948.262,3.239,3.966,3.422,3.406,683.284,1.204,3.598,1.331,0.917,101.064,1.477,0.689,1.526,1.048,32.232,1.019,0.266,0.932,0.257
2023-05-14 18:11:15.021,168.233,1.039,0.722,1.604,1.847,1070.140,4.050,4.760,4.095,3.606,667.274,1.370,4.028,1.350,0.860,97.651,1.639,0.720,1.542,0.988,31.784,1.011,0.266,0.852,0.247
2023-05-14 18:11:15.149,181.510,0.932,0.618,1.399,1.565,1094.161,4.728,5.230,4.495,3.479,584.699,1.448,4.517,1.277,0.760,93.373,1.716,0.730,1.488,0.872,31.147,0.994,0.255,0.839,0.227
2023-05-14 18:11:15.278,199.186,0.908,0.565,1.251,1.255,1010.339,5.147,5.239,4.567,3.126,456.939,1.438,4.998,1.178,0.651,87.517,1.688,0.729,1.397,0.738,30.607,0.976,0.241,0.899,0.203
2023-05-14 18:11:15.396,213.729,0.976,0.551,1.202,0.995,841.258,5.134,4.688,4.273,2.662,316.693,1.368,5.375,1.132,0.569,80.185,1.555,0.727,1.295,0.621,30.599,0.963,0.231,1.011,0.183
2023-05-14 18:11:15.524,220.050,1.089,0.554,1.216,0.809,635.300,4.717,3.785,3.714,2.241,197.097,1.284,5.533,1.166,0.533,72.612,1.343,0.724,1.190,0.534,31.411,0.964,0.233,1.139,0.174
2023-05-14 18:11:15.651,218.609,1.181,0.553,1.218,0.693,446.595,4.016,2.863,3.023,1.946,118.065,1.222,5.370,1.251,0.554,67.069,1.094,0.711,1.078,0.470,33.032,0.986,0.244,1.251,0.174
2023-05-14 18:11:15.773,214.192,1.202,0.538,1.143,0.625,316.151,3.239,2.169,2.333,1.746,82.333,1.205,4.855,1.313,0.611,65.210,0.858,0.686,0.954,0.421,35.184,1.040,0.258,1.330,0.181
2023-05-14 18:11:15.899,212.773,1.148,0.519,0.979,0.587,245.748,2.595,1.766,1.738,1.576,78.403,1.245,4.066,1.304,0.678,66.728,0.684,0.651,0.824,0.384,37.349,1.129,0.265,1.376,0.191
2023-05-14 18:11:16.027,217.305,1.049,0.515,0.781,0.581,219.242,2.178,1.584,1.282,1.383,91.903,1.333,3.173,1.236,0.738,69.214,0.603,0.617,0.714,0.363,38.904,1.250,0.258,1.399,0.202
2023-05-14 18:11:16.147,226.949,0.939,0.518,0.619,0.599,218.847,1.984,1.495,0.981,1.158,115.398,1.451,2.380,1.150,0.794,69.807,0.617,0.589,0.653,0.363,39.504,1.384,0.238,1.406,0.214
2023-05-14 18:11:16.275,235.303,0.842,0.517,0.548,0.620,230.229,1.871,1.361,0.772,0.895,150.527,1.555,1.832,1.073,0.846,68.477,0.688,0.565,0.641,0.378,39.446,1.502,0.211,1.396,0.226
2023-05-14 18:11:16.402,244.824,0.770,0.503,0.579,0.616,289.373,1.734,1.166,0.614,0.631,211.964,1.590,1.556,1.007,0.879,74.325,0.774,0.538,0.661,0.394,40.694,1.576,0.190,1.363,0.241
2023-05-14 18:11:16.521,286.054,0.721,0.472,0.693,0.569,497.519,1.534,0.957,0.508,0.427,333.027,1.508,1.478,0.936,0.882,102.268,0.842,0.499,0.685,0.397,46.404,1.591,0.186,1.305,0.257
2023-05-14 18:11:16.649,397.777,0.697,0.426,0.860,0.484,949.426,1.299,0.778,0.472,0.325,536.280,1.311,1.504,0.847,0.860,162.410,0.879,0.443,0.691,0.382,58.927,1.549,0.205,1.228,0.274
2023-05-14 18:11:16.778,592.151,0.693,0.380,1.045,0.392,1643.716,1.076,0.645,0.508,0.343,802.825,1.050,1.538,0.747,0.833,250.728,0.883,0.374,0.674,0.355,77.934,1.479,0.241,1.150,0.288
2023-05-14 18:11:16.896,834.733,0.693,0.340,1.203,0.320,2440.400,0.928,0.566,0.603,0.464,1074.352,0.795,1.515,0.660,0.813,347.187,0.860,0.305,0.642,0.330,99.500,1.415,0.283,1.092,0.295
2023-05-14 18:11:17.024,1057.784,0.670,0.303,1.288,0.275,3110.730,0.924,0.533,0.764,0.663,1273.437,0.614,1.414,0.615,0.807,424.018,0.819,0.253,0.620,0.318,117.288,1.381,0.317,1.063,0.293
2023-05-14 18:11:17.152,1192.449,0.599,0.269,1.261,0.248,3437.382,1.115,0.551,1.005,0.880,1337.135,0.522,1.262,0.630,0.814,459.215,0.792,0.236,0.639,0.327,125.449,1.376,0.333,1.057,0.282
2023-05-14 18:11:17.273,1200.877,0.486,0.250,1.129,0.228,3308.552,1.461,0.626,1.319,1.083,1244.165,0.484,1.120,0.691,0.825,449.736,0.827,0.260,0.742,0.358,121.612,1.370,0.330,1.059,0.266
2023-05-14 18:11:17.399,1095.553,0.365,0.267,0.937,0.215,2782.186,1.875,0.817,1.664,1.247,1028.341,0.446,1.065,0.765,0.827,411.235,0.967,0.323,0.954,0.410,107.901,1.335,0.311,1.068,0.250
2023-05-14 18:11:17.519,924.172,0.292,0.353,0.752,0.218,2049.523,2.234,1.147,1.976,1.346,761.556,0.401,1.159,0.838,0.825,366.557,1.217,0.411,1.264,0.479,89.466,1.264,0.284,1.097,0.238
2023-05-14 18:11:17.646,745.018,0.317,0.525,0.637,0.241,1336.097,2.468,1.619,2.214,1.381,522.273,0.381,1.430,0.898,0.829,333.768,1.531,0.506,1.625,0.560,72.012,1.184,0.257,1.164,0.231
2023-05-14 18:11:17.775,603.450,0.451,0.768,0.625,0.288,816.328,2.527,2.147,2.373,1.380,365.635,0.426,1.861,0.938,0.861,340.171,1.823,0.592,1.959,0.643,61.362,1.141,0.236,1.263,0.226
2023-05-14 18:11:17.894,535.138,0.670,1.031,0.702,0.363,573.557,2.417,2.638,2.475,1.360,306.229,0.564,2.409,0.959,0.949,442.024,2.002,0.657,2.186,0.720,63.912,1.172,0.222,1.366,0.221
2023-05-14 18:11:18.021,553.428,0.923,1.250,0.818,0.477,581.151,2.211,3.014,2.549,1.346,338.253,0.807,3.068,0.981,1.105,687.597,2.019,0.698,2.262,0.782,85.168,1.289,0.215,1.438,0.214
2023-05-14 18:11:18.149,647.497,1.155,1.373,0.918,0.630,754.387,1.985,3.281,2.601,1.367,439.062,1.143,3.941,1.033,1.319,1070.114,1.890,0.715,2.188,0.824,126.129,1.471,0.215,1.467,0.209
2023-05-14 18:11:18.271,790.700,1.302,1.351,0.952,0.799,1012.289,1.819,3.446,2.595,1.452,576.962,1.539,5.194,1.139,1.538,1512.487,1.683,0.718,2.010,0.841,180.607,1.662,0.218,1.461,0.209
