Timestamp,T7/betaL,AF3/betaL,Pz/betaL,AF4/betaL,T8/betaL,T7/theta,AF3/theta,Pz/theta,AF4/theta,T8/theta,T7/alpha,AF3/alpha,Pz/alpha,AF4/alpha,T8/alpha,T7/betaH,AF3/betaH,Pz/betaH,AF4/betaH,T8/betaH,T7/gamma,AF3/gamma,Pz/gamma,AF4/gamma,T8/gamma
2023-05-14 18:09:20.438,605.670,1.380,0.489,1.097,0.884,1792.799,3.932,4.446,3.202,5.149,970.850,1.222,8.484,0.923,0.660,267.319,1.605,0.887,1.301,0.669,86.366,2.522,0.277,2.253,0.322
2023-05-14 18:09:20.566,576.332,1.272,0.495,0.972,0.766,1695.226,3.594,3.549,2.912,4.495,957.230,1.616,8.910,1.257,0.742,229.563,1.705,1.021,1.332,0.646,75.997,2.680,0.274,2.320,0.335
2023-05-14 18:09:20.686,527.634,1.300,0.601,1.003,0.779,1534.689,3.229,2.929,2.563,3.800,912.641,2.187,9.315,1.742,0.924,191.986,1.818,1.141,1.325,0.640,65.682,2.751,0.277,2.353,0.345
2023-05-14 18:09:20.815,509.344,1.471,0.803,1.200,0.917,1291.587,2.927,2.688,2.241,3.247,887.836,2.873,9.494,2.309,1.271,171.582,1.898,1.221,1.284,0.651,58.574,2.753,0.280,2.319,0.347
2023-05-14 18:09:20.942,554.015,1.699,1.042,1.488,1.113,993.703,2.731,2.782,2.014,2.914,926.028,3.527,9.358,2.827,1.770,176.286,1.904,1.240,1.219,0.667,56.185,2.713,0.279,2.206,0.345
2023-05-14 18:09:21.061,654.845,1.855,1.225,1.743,1.287,682.252,2.601,3.046,1.898,2.767,1038.156,3.957,8.951,3.143,2.300,200.453,1.826,1.188,1.147,0.668,57.888,2.643,0.272,2.022,0.345
2023-05-14 18:09:21.189,774.780,1.847,1.277,1.862,1.375,446.286,2.483,3.328,1.859,2.728,1202.400,4.034,8.464,3.169,2.694,230.993,1.684,1.073,1.073,0.642,61.743,2.540,0.259,1.802,0.355
2023-05-14 18:09:21.318,859.617,1.663,1.187,1.800,1.353,334.464,2.355,3.507,1.858,2.704,1373.302,3.751,8.149,2.925,2.828,253.744,1.526,0.915,0.997,0.590,65.718,2.404,0.241,1.600,0.377
2023-05-14 18:09:21.436,863.533,1.373,1.008,1.579,1.243,361.568,2.202,3.484,1.825,2.619,1489.146,3.224,8.168,2.537,2.705,258.715,1.390,0.742,0.909,0.524,68.453,2.255,0.223,1.474,0.402
2023-05-14 18:09:21.563,779.780,1.065,0.808,1.262,1.081,479.099,2.021,3.205,1.710,2.442,1504.625,2.643,8.433,2.177,2.434,242.968,1.293,0.583,0.809,0.460,69.771,2.133,0.214,1.460,0.421
2023-05-14 18:09:21.691,635.633,0.811,0.653,0.942,0.911,614.073,1.852,2.728,1.532,2.231,1406.395,2.184,8.638,1.975,2.167,209.956,1.224,0.459,0.707,0.411,69.978,2.065,0.215,1.546,0.425
2023-05-14 18:09:21.813,472.047,0.645,0.573,0.699,0.788,701.346,1.806,2.259,1.441,2.106,1211.150,1.944,8.482,1.965,2.027,169.020,1.159,0.384,0.629,0.386,68.899,2.047,0.225,1.681,0.409
2023-05-14 18:09:21.938,325.258,0.560,0.557,0.568,0.733,709.236,1.988,2.007,1.617,2.202,959.252,1.906,7.800,2.090,2.033,130.505,1.083,0.354,0.602,0.385,65.633,2.039,0.237,1.795,0.376
2023-05-14 18:09:22.059,214.132,0.527,0.583,0.527,0.729,655.817,2.468,2.088,2.158,2.585,700.242,1.960,6.642,2.230,2.102,102.056,0.993,0.356,0.642,0.401,59.583,1.997,0.243,1.841,0.332
2023-05-14 18:09:22.186,137.674,0.513,0.622,0.521,0.737,617.587,3.241,2.494,3.012,3.207,473.651,1.988,5.257,2.275,2.105,88.622,0.892,0.368,0.738,0.417,51.510,1.914,0.239,1.820,0.286
2023-05-14 18:09:22.315,88.244,0.508,0.652,0.505,0.726,684.355,4.219,3.087,3.972,3.929,302.509,1.915,3.976,2.168,1.963,91.142,0.806,0.375,0.859,0.423,43.417,1.815,0.226,1.762,0.247
2023-05-14 18:09:22.441,65.473,0.528,0.662,0.482,0.699,897.656,5.267,3.645,4.778,4.570,196.140,1.788,3.069,1.976,1.731,107.019,0.761,0.374,0.977,0.418,37.584,1.735,0.210,1.707,0.218
2023-05-14 18:09:22.561,68.967,0.573,0.652,0.474,0.662,1226.687,6.339,4.062,5.302,5.063,151.953,1.722,2.679,1.845,1.542,130.639,0.781,0.373,1.080,0.405,35.355,1.707,0.196,1.675,0.198
2023-05-14 18:09:22.689,90.321,0.621,0.632,0.486,0.623,1553.860,7.370,4.348,5.551,5.450,148.643,1.813,2.777,1.894,1.526,151.984,0.871,0.388,1.172,0.397,35.927,1.745,0.188,1.658,0.187
2023-05-14 18:09:22.810,116.236,0.646,0.616,0.505,0.589,1740.712,8.200,4.522,5.574,5.760,155.497,2.106,3.276,2.179,1.754,160.067,1.034,0.432,1.262,0.404,36.782,1.844,0.184,1.628,0.184
2023-05-14 18:09:22.936,135.290,0.636,0.612,0.525,0.560,1703.455,8.677,4.621,5.469,6.012,149.797,2.546,4.143,2.648,2.194,149.478,1.269,0.509,1.353,0.431,35.418,1.980,0.180,1.557,0.187
2023-05-14 18:09:23.064,141.120,0.595,0.627,0.536,0.533,1442.114,8.745,4.714,5.358,6.255,127.882,2.993,5.449,3.154,2.726,123.362,1.542,0.606,1.432,0.472,30.911,2.114,0.173,1.438,0.197
2023-05-14 18:09:23.183,130.898,0.537,0.671,0.528,0.499,1049.092,8.338,4.793,5.237,6.443,97.660,3.302,7.353,3.540,3.217,90.491,1.784,0.693,1.474,0.512,24.351,2.208,0.167,1.293,0.209
2023-05-14 18:09:23.313,107.315,0.473,0.740,0.503,0.457,638.595,7.554,4.842,5.104,6.584,72.434,3.398,9.920,3.728,3.587,60.823,1.918,0.744,1.454,0.543,17.946,2.239,0.165,1.165,0.221
2023-05-14 18:09:23.438,77.915,0.407,0.814,0.469,0.414,316.276,6.611,4.797,4.979,6.625,63.950,3.315,12.935,3.762,3.832,41.254,1.895,0.740,1.371,0.558,14.014,2.194,0.174,1.093,0.230
2023-05-14 18:09:23.559,53.422,0.347,0.883,0.435,0.388,158.141,5.727,4.638,4.849,6.533,77.562,3.167,15.846,3.766,3.988,33.396,1.725,0.687,1.256,0.561,13.789,2.077,0.196,1.098,0.238
2023-05-14 18:09:23.686,42.762,0.307,0.934,0.402,0.401,155.002,4.993,4.406,4.647,6.246,110.415,3.083,17.952,3.865,4.092,33.595,1.469,0.617,1.149,0.562,16.976,1.914,0.232,1.166,0.248
2023-05-14 18:09:23.815,48.190,0.312,0.953,0.371,0.470,256.395,4.405,4.138,4.340,5.757,152.401,3.125,18.711,4.100,4.143,35.959,1.213,0.575,1.084,0.572,22.259,1.760,0.275,1.267,0.261
2023-05-14 18:09:23.934,64.804,0.371,0.947,0.356,0.584,396.416,3.938,3.915,3.932,5.103,189.498,3.233,18.002,4.367,4.063,37.960,1.029,0.588,1.059,0.594,28.220,1.688,0.319,1.371,0.277
2023-05-14 18:09:24.061,84.003,0.467,0.935,0.362,0.702,519.251,3.601,3.809,3.479,4.385,207.663,3.291,16.192,4.492,3.781,40.848,0.941,0.658,1.050,0.615,33.752,1.748,0.353,1.466,0.293
2023-05-14 18:09:24.189,98.349,0.560,0.907,0.387,0.776,583.591,3.464,3.834,3.097,3.740,204.677,3.161,13.931,4.313,3.266,46.549,0.925,0.754,1.019,0.619,37.929,1.928,0.369,1.545,0.305
2023-05-14 18:09:24.310,104.691,0.620,0.876,0.427,0.778,568.789,3.506,3.915,2.827,3.258,187.264,2.795,11.849,3.784,2.571,55.822,0.935,0.836,0.947,0.601,40.155,2.167,0.363,1.606,0.308
2023-05-14 18:09:24.436,103.103,0.642,0.861,0.489,0.716,497.091,3.612,3.917,2.659,2.959,170.212,2.306,10.258,3.044,1.863,67.513,0.940,0.876,0.849,0.570,40.457,2.403,0.335,1.660,0.301
2023-05-14 18:09:24.564,96.273,0.656,0.881,0.571,0.653,400.825,3.548,3.679,2.497,2.725,170.991,1.921,9.115,2.354,1.349,78.770,0.929,0.869,0.755,0.542,39.396,2.600,0.294,1.724,0.286
2023-05-14 18:09:24.684,88.232,0.699,0.949,0.658,0.671,338.517,3.305,3.181,2.363,2.473,198.763,1.821,8.195,1.951,1.140,86.076,0.912,0.831,0.698,0.528,37.823,2.767,0.249,1.827,0.267
2023-05-14 18:09:24.812,82.807,0.794,1.052,0.744,0.816,348.078,2.928,2.586,2.397,2.178,248.882,2.016,7.342,1.937,1.199,86.917,0.902,0.785,0.691,0.527,36.589,2.939,0.212,1.995,0.251
2023-05-14 18:09:24.939,81.533,0.951,1.173,0.840,1.100,431.955,2.506,2.114,2.592,1.835,304.229,2.357,6.546,2.242,1.385,80.747,0.908,0.750,0.727,0.529,36.153,3.147,0.190,2.254,0.242
2023-05-14 18:09:25.066,83.278,1.151,1.313,0.953,1.479,559.400,2.290,2.077,3.042,1.576,339.359,2.652,6.000,2.670,1.563,69.232,0.934,0.730,0.796,0.527,36.378,3.382,0.182,2.604,0.239
2023-05-14 18:09:25.186,86.967,1.341,1.467,1.074,1.852,689.315,2.452,2.660,3.660,1.521,344.091,2.742,5.923,2.984,1.656,55.478,0.982,0.716,0.885,0.515,36.817,3.582,0.183,3.010,0.238
2023-05-14 18:09:25.315,92.634,1.475,1.604,1.180,2.105,794.987,2.975,3.793,4.276,1.704,328.096,2.560,6.314,3.003,1.638,42.459,1.046,0.691,0.983,0.491,37.344,3.663,0.185,3.400,0.237
2023-05-14 18:09:25.433,99.226,1.527,1.682,1.245,2.171,853.063,3.743,5.193,4.734,2.138,306.865,2.163,6.953,2.697,1.562,32.412,1.115,0.645,1.073,0.463,38.402,3.570,0.183,3.694,0.238
2023-05-14 18:09:25.561,104.925,1.501,1.677,1.252,2.040,849.116,4.590,6.483,5.010,2.817,293.934,1.684,7.573,2.182,1.515,26.498,1.166,0.583,1.141,0.437,40.499,3.315,0.178,3.828,0.243
2023-05-14 18:09:25.688,106.463,1.427,1.574,1.200,1.766,787.193,5.312,7.291,5.190,3.646,294.274,1.277,7.985,1.650,1.557,24.745,1.179,0.522,1.179,0.422,43.721,2.986,0.170,3.771,0.253
2023-05-14 18:09:25.810,101.293,1.337,1.368,1.102,1.426,681.959,5.787,7.429,5.404,4.478,299.792,1.045,8.115,1.259,1.680,26.639,1.150,0.477,1.190,0.416,47.475,2.691,0.164,3.539,0.269
2023-05-14 18:09:25.936,89.566,1.258,1.109,0.988,1.098,557.029,5.951,6.833,5.699,5.061,295.414,1.001,8.005,1.064,1.806,30.904,1.089,0.452,1.186,0.412,50.453,2.494,0.164,3.184,0.288
2023-05-14 18:09:26.064,74.943,1.195,0.855,0.890,0.832,445.011,5.859,5.764,6.015,5.217,270.829,1.102,7.832,1.023,1.836,35.316,1.018,0.453,1.178,0.404,51.201,2.398,0.170,2.766,0.304
2023-05-14 18:09:26.184,62.791,1.143,0.656,0.827,0.644,380.955,5.622,4.637,6.189,4.876,226.891,1.263,7.873,1.042,1.699,38.071,0.953,0.472,1.170,0.393,49.109,2.356,0.179,2.336,0.313
2023-05-14 18:09:26.312,56.559,1.097,0.534,0.799,0.530,384.408,5.407,3.825,6.155,4.213,176.471,1.422,8.350,1.038,1.412,38.899,0.903,0.499,1.155,0.389,45.403,2.304,0.190,1.933,0.314
2023-05-14 18:09:26.439,57.973,1.056,0.487,0.788,0.490,440.992,5.231,3.399,5.872,3.449,139.460,1.540,9.275,0.983,1.065,38.894,0.855,0.519,1.121,0.400,42.696,2.196,0.199,1.584,0.306
2023-05-14 18:09:26.559,67.726,1.018,0.492,0.768,0.515,518.710,5.094,3.177,5.500,2.896,128.995,1.563,10.425,0.879,0.747,39.817,0.791,0.524,1.062,0.436,43.368,2.034,0.206,1.312,0.292
2023-05-14 18:09:26.686,85.246,0.974,0.519,0.709,0.578,577.235,4.920,3.042,5.070,2.753,141.238,1.478,11.441,0.749,0.530,42.877,0.714,0.509,0.983,0.497,47.870,1.863,0.209,1.133,0.278
2023-05-14 18:09:26.815,107.963,0.932,0.546,0.621,0.647,586.768,4.810,3.021,4.793,3.069,161.287,1.350,12.035,0.658,0.449,47.865,0.677,0.484,0.902,0.580,54.074,1.746,0.210,1.055,0.268
2023-05-14 18:09:26.934,131.371,0.907,0.579,0.536,0.712,541.107,4.623,3.184,4.587,3.628,173.713,1.280,12.040,0.683,0.511,52.814,0.740,0.464,0.831,0.667,58.350,1.729,0.213,1.067,0.267
2023-05-14 18:09:27.061,149.602,0.906,0.622,0.491,0.766,454.492,4.490,3.606,4.543,4.287,170.793,1.339,11.437,0.859,0.706,55.158,0.920,0.464,0.772,0.733,57.617,1.823,0.220,1.150,0.275
2023-05-14 18:09:27.188,156.700,0.933,0.671,0.505,0.811,351.151,4.377,4.197,4.499,4.837,151.649,1.501,10.354,1.146,0.986,53.171,1.186,0.487,0.725,0.754,51.097,2.001,0.231,1.283,0.288
2023-05-14 18:09:27.310,150.639,0.981,0.708,0.572,0.857,253.376,4.331,4.754,4.435,5.184,121.672,1.685,9.007,1.462,1.296,46.923,1.458,0.527,0.681,0.724,40.473,2.202,0.242,1.442,0.299
2023-05-14 18:09:27.436,135.468,1.041,0.716,0.658,0.910,180.472,4.141,5.014,4.066,5.154,91.898,1.797,7.621,1.712,1.593,38.280,1.639,0.569,0.637,0.647,28.847,2.359,0.248,1.605,0.304
2023-05-14 18:09:27.564,118.063,1.098,0.684,0.716,0.958,142.868,3.977,4.951,3.599,4.952,75.017,1.784,6.357,1.823,1.856,30.272,1.670,0.591,0.588,0.540,19.380,2.422,0.246,1.748,0.301
2023-05-14 18:09:27.683,104.209,1.137,0.613,0.720,0.983,147.866,3.743,4.546,3.020,4.557,79.575,1.661,5.296,1.783,2.084,25.499,1.548,0.578,0.537,0.430,14.062,2.376,0.240,1.857,0.294
2023-05-14 18:09:27.813,96.288,1.141,0.542,0.674,0.973,193.193,3.548,3.958,2.588,4.195,103.669,1.483,4.479,1.637,2.275,24.790,1.326,0.532,0.493,0.341,13.007,2.249,0.232,1.923,0.287
2023-05-14 18:09:27.939,92.467,1.100,0.506,0.601,0.925,260.964,3.410,3.496,2.418,3.971,137.059,1.304,3.941,1.442,2.396,26.884,1.083,0.462,0.466,0.286,14.701,2.110,0.227,1.933,0.281
2023-05-14 18:09:28.059,88.052,1.012,0.506,0.522,0.838,325.182,3.326,3.227,2.521,3.855,164.412,1.153,3.743,1.243,2.399,29.399,0.885,0.386,0.466,0.265,17.066,2.035,0.226,1.883,0.277
2023-05-14 18:09:28.186,79.354,0.881,0.550,0.440,0.717,362.933,3.368,3.358,2.911,3.940,172.747,1.023,3.927,1.060,2.249,30.237,0.765,0.322,0.503,0.267,18.584,2.081,0.225,1.780,0.270
2023-05-14 18:09:28.315,66.995,0.735,0.662,0.368,0.595,358.336,3.423,3.578,3.297,3.975,158.718,0.903,4.482,0.912,1.948,28.490,0.721,0.284,0.579,0.284,18.682,2.265,0.224,1.643,0.258
2023-05-14 18:09:28.434,54.001,0.606,0.843,0.326,0.516,321.206,3.544,3.980,3.652,4.095,127.590,0.804,5.292,0.837,1.564,24.920,0.737,0.279,0.689,0.316,17.483,2.550,0.221,1.506,0.240
2023-05-14 18:09:28.561,44.314,0.512,1.072,0.330,0.507,263.671,3.601,4.255,3.772,4.103,90.876,0.752,6.167,0.872,1.199,21.354,0.803,0.310,0.822,0.366,15.472,2.856,0.217,1.400,0.221
2023-05-14 18:09:28.689,40.462,0.448,1.308,0.380,0.562,204.035,3.610,4.326,3.712,4.034,62.284,0.754,6.851,1.010,0.942,19.675,0.927,0.372,0.963,0.432,13.223,3.094,0.217,1.351,0.208
2023-05-14 18:09:28.811,44.277,0.402,1.489,0.464,0.654,153.795,3.485,4.013,3.421,3.790,50.960,0.799,7.147,1.204,0.852,21.038,1.110,0.454,1.097,0.501,11.188,3.208,0.222,1.369,0.202
2023-05-14 18:09:28.936,55.639,0.361,1.572,0.551,0.748,118.298,3.331,3.460,3.062,3.491,58.684,0.870,7.047,1.381,0.918,25.352,1.329,0.535,1.203,0.553,9.553,3.190,0.234,1.436,0.204
2023-05-14 18:09:29.063,71.463,0.322,1.550,0.603,0.808,96.272,3.035,2.704,2.582,3.021,78.082,0.953,6.751,1.476,1.093,31.289,1.540,0.590,1.257,0.566,8.317,3.072,0.249,1.517,0.210
2023-05-14 18:09:29.184,87.444,0.290,1.435,0.599,0.813,82.407,2.718,1.992,2.156,2.573,98.972,1.028,6.550,1.460,1.299,36.901,1.686,0.611,1.254,0.534,7.438,2.898,0.262,1.574,0.217
2023-05-14 18:09:29.312,99.039,0.272,1.242,0.538,0.756,75.265,2.330,1.517,1.755,2.151,115.278,1.085,6.634,1.347,1.469,40.597,1.725,0.605,1.205,0.469,6.981,2.707,0.269,1.586,0.224
2023-05-14 18:09:29.438,101.961,0.276,0.999,0.449,0.669,76.957,2.106,1.463,1.639,2.045,124.760,1.133,6.993,1.182,1.569,41.906,1.651,0.595,1.136,0.408,7.169,2.523,0.269,1.558,0.232
2023-05-14 18:09:29.558,95.000,0.307,0.762,0.366,0.609,85.061,2.020,1.773,1.752,2.164,126.841,1.184,7.440,1.021,1.582,41.251,1.497,0.607,1.075,0.389,8.113,2.355,0.263,1.513,0.240
2023-05-14 18:09:29.686,80.457,0.368,0.595,0.321,0.630,93.744,2.102,2.296,2.123,2.499,123.342,1.246,7.786,0.904,1.515,39.496,1.321,0.653,1.039,0.433,9.574,2.204,0.253,1.490,0.249
2023-05-14 18:09:29.815,62.926,0.453,0.506,0.324,0.739,97.231,2.294,2.831,2.611,2.934,118.317,1.319,8.032,0.841,1.389,37.474,1.182,0.726,1.028,0.532,11.036,2.069,0.243,1.530,0.259
2023-05-14 18:09:29.933,46.960,0.544,0.477,0.361,0.897,94.500,2.517,3.187,3.053,3.257,115.529,1.392,8.384,0.816,1.234,35.612,1.111,0.800,1.025,0.650,11.963,1.957,0.239,1.661,0.271
2023-05-14 18:09:30.061,35.540,0.620,0.515,0.405,1.030,88.927,2.729,3.321,3.396,3.501,116.576,1.458,9.103,0.812,1.093,33.698,1.113,0.848,1.018,0.745,12.071,1.889,0.241,1.870,0.283
2023-05-14 18:09:30.188,28.370,0.661,0.612,0.441,1.076,85.212,2.814,3.255,3.497,3.564,120.086,1.548,10.280,0.860,1.029,31.172,1.164,0.852,1.016,0.791,11.434,1.889,0.248,2.102,0.292
2023-05-14 18:09:30.310,24.638,0.665,0.738,0.475,1.017,86.257,2.815,3.083,3.457,3.618,123.359,1.721,11.674,1.024,1.092,27.615,1.232,0.806,1.045,0.791,10.414,1.962,0.256,2.285,0.295
2023-05-14 18:09:30.436,25.393,0.651,0.852,0.511,0.893,95.668,2.721,2.944,3.310,3.655,125.194,2.010,12.773,1.343,1.308,23.422,1.286,0.728,1.123,0.774,9.523,2.098,0.261,2.361,0.291
2023-05-14 18:09:30.556,32.412,0.636,0.916,0.553,0.773,117.533,2.591,2.880,3.159,3.688,126.362,2.371,13.055,1.784,1.660,19.791,1.313,0.646,1.239,0.774,9.189,2.269,0.262,2.316,0.278
2023-05-14 18:09:30.683,45.670,0.633,0.927,0.595,0.714,156.476,2.475,2.903,3.044,3.641,128.944,2.707,12.285,2.252,2.074,18.158,1.336,0.587,1.357,0.804,9.605,2.428,0.261,2.182,0.259
2023-05-14 18:09:30.812,61.278,0.642,0.906,0.622,0.734,216.602,2.511,2.988,3.049,3.549,134.312,2.883,10.606,2.607,2.434,19.346,1.395,0.570,1.430,0.854,10.641,2.517,0.260,2.013,0.237
2023-05-14 18:09:30.931,73.699,0.650,0.880,0.614,0.811,292.200,2.766,3.112,3.165,3.480,141.644,2.788,8.442,2.713,2.632,23.026,1.519,0.597,1.418,0.893,11.956,2.498,0.260,1.854,0.221
2023-05-14 18:09:31.058,79.073,0.643,0.872,0.563,0.893,371.978,3.197,3.280,3.331,3.521,147.402,2.411,6.314,2.529,2.638,27.704,1.699,0.651,1.312,0.893,13.107,2.388,0.260,1.724,0.219
2023-05-14 18:09:31.187,76.622,0.616,0.876,0.476,0.923,438.263,3.719,3.467,3.496,3.744,147.121,1.857,4.592,2.125,2.481,31.439,1.887,0.702,1.139,0.838,13.707,2.254,0.259,1.617,0.235
2023-05-14 18:09:31.307,68.367,0.577,0.872,0.383,0.898,475.827,4.219,3.609,3.622,4.099,137.592,1.269,3.383,1.625,2.212,32.924,2.006,0.722,0.945,0.735,13.557,2.183,0.255,1.513,0.266
2023-05-14 18:09:31.434,58.241,0.543,0.837,0.323,0.859,475.090,4.623,3.654,3.721,4.510,118.995,0.792,2.616,1.176,1.906,31.636,2.000,0.697,0.783,0.612,12.618,2.229,0.252,1.403,0.303
2023-05-14 18:09:31.561,49.788,0.532,0.761,0.324,0.856,437.894,4.869,3.584,3.776,4.790,95.464,0.513,2.176,0.883,1.637,28.086,1.864,0.635,0.684,0.506,11.039,2.381,0.252,1.297,0.334
2023-05-14 18:09:31.681,45.316,0.576,0.654,0.394,0.923,374.440,4.915,3.437,3.758,4.820,74.117,0.444,1.987,0.772,1.475,23.644,1.651,0.561,0.656,0.445,9.150,2.580,0.258,1.222,0.352
2023-05-14 18:09:31.810,44.357,0.709,0.545,0.514,1.054,302.355,4.779,3.280,3.626,4.572,62.640,0.533,2.046,0.790,1.471,19.845,1.433,0.505,0.690,0.438,7.401,2.760,0.266,1.206,0.354
2023-05-14 18:09:31.936,45.999,0.941,0.477,0.645,1.199,234.856,4.462,3.186,3.340,4.086,65.532,0.698,2.331,0.868,1.631,17.804,1.270,0.481,0.765,0.471,6.247,2.887,0.273,1.245,0.342
2023-05-14 18:09:32.056,49.608,1.263,0.483,0.758,1.300,180.641,3.987,3.178,2.898,3.485,80.807,0.863,2.716,0.947,1.897,17.926,1.184,0.487,0.849,0.519,5.965,2.981,0.274,1.317,0.327
2023-05-14 18:09:32.183,55.352,1.625,0.555,0.834,1.317,139.757,3.420,3.266,2.386,2.878,101.288,0.990,3.052,1.002,2.175,19.964,1.150,0.508,0.908,0.557,6.565,3.079,0.269,1.391,0.318
2023-05-14 18:09:32.313,62.045,1.933,0.645,0.859,1.243,109.687,2.929,3.429,1.987,2.402,117.413,1.079,3.323,1.045,2.372,23.487,1.136,0.530,0.918,0.573,7.861,3.204,0.258,1.454,0.320
2023-05-14 18:09:32.431,67.692,2.100,0.703,0.830,1.115,89.347,2.779,3.700,1.918,2.149,120.207,1.220,3.710,1.136,2.431,27.899,1.126,0.545,0.877,0.570,9.587,3.346,0.243,1.514,0.333
2023-05-14 18:09:32.559,70.878,2.084,0.702,0.751,0.973,92.401,3.220,4.140,2.320,2.177,111.200,1.530,4.452,1.342,2.343,33.079,1.131,0.557,0.812,0.564,11.503,3.460,0.227,1.592,0.353
2023-05-14 18:09:32.686,70.883,1.900,0.630,0.635,0.849,134.684,4.229,4.675,3.118,2.466,99.900,2.073,5.619,1.684,2.156,38.867,1.178,0.576,0.765,0.576,13.595,3.496,0.211,1.705,0.375
2023-05-14 18:09:32.808,70.648,1.631,0.506,0.504,0.757,237.861,5.463,5.191,4.009,2.882,100.920,2.795,7.013,2.127,1.937,50.678,1.278,0.599,0.774,0.614,16.807,3.425,0.197,1.850,0.395
2023-05-14 18:09:32.933,77.466,1.376,0.373,0.381,0.687,410.432,6.333,5.467,4.583,3.221,131.196,3.532,8.212,2.587,1.742,88.676,1.409,0.622,0.846,0.673,25.333,3.255,0.183,2.003,0.409
2023-05-14 18:09:33.061,101.318,1.216,0.270,0.283,0.628,629.261,6.521,5.428,4.646,3.303,201.601,4.053,8.757,2.938,1.593,176.723,1.520,0.633,0.953,0.727,45.517,3.023,0.174,2.135,0.412
2023-05-14 18:09:33.181,148.222,1.184,0.222,0.217,0.584,851.210,5.811,4.919,4.078,3.031,307.965,4.197,8.402,3.086,1.495,321.399,1.567,0.631,1.055,0.756,80.897,2.780,0.174,2.219,0.403
2023-05-14 18:09:33.310,214.305,1.249,0.231,0.178,0.552,1016.462,4.515,4.102,3.138,2.501,429.484,3.984,7.263,3.049,1.470,500.731,1.540,0.627,1.118,0.750,127.971,2.572,0.187,2.252,0.383
2023-05-14 18:09:33.436,283.213,1.343,0.275,0.156,0.521,1090.493,3.035,3.105,2.117,1.888,535.498,3.575,5.747,2.925,1.517,667.741,1.461,0.634,1.131,0.714,176.119,2.425,0.212,2.259,0.358
2023-05-14 18:09:33.556,333.223,1.391,0.329,0.145,0.482,1057.883,1.828,2.212,1.342,1.413,596.506,3.161,4.321,2.823,1.609,769.431,1.366,0.660,1.106,0.660,211.985,2.351,0.241,2.281,0.335
2023-05-14 18:09:33.683,360.902,1.342,0.376,0.156,0.437,1020.379,1.159,1.554,0.969,1.222,623.776,2.844,3.327,2.786,1.708,777.238,1.289,0.695,1.073,0.602,226.149,2.357,0.263,2.339,0.319
2023-05-14 18:09:33.812,378.245,1.186,0.416,0.201,0.387,1224.220,1.097,1.233,0.991,1.323,738.605,2.617,2.913,2.774,1.762,702.561,1.255,0.723,1.066,0.553,219.066,2.435,0.268,2.409,0.311
2023-05-14 18:09:33.931,413.140,0.960,0.452,0.281,0.339,1848.582,1.478,1.176,1.240,1.588,1112.150,2.402,3.048,2.701,1.720,592.385,1.272,0.737,1.120,0.517,202.536,2.550,0.254,2.438,0.306
2023-05-14 18:09:34.059,492.745,0.726,0.497,0.396,0.305,2856.261,2.045,1.296,1.520,1.850,1821.727,2.142,3.622,2.496,1.570,504.660,1.324,0.740,1.255,0.496,192.665,2.643,0.223,2.373,0.301
2023-05-14 18:09:34.186,623.319,0.539,0.544,0.532,0.296,4006.388,2.616,1.482,1.730,2.033,2756.132,1.855,4.526,2.182,1.385,484.444,1.399,0.751,1.467,0.490,200.545,2.664,0.190,2.198,0.293
2023-05-14 18:09:34.307,795.991,0.449,0.600,0.674,0.326,5071.345,3.141,1.707,1.885,2.156,3673.490,1.625,5.663,1.856,1.297,545.133,1.471,0.790,1.711,0.496,226.463,2.595,0.168,1.954,0.289
2023-05-14 18:09:34.433,982.572,0.461,0.662,0.790,0.409,6008.045,3.641,1.998,2.078,2.351,4325.199,1.553,6.815,1.653,1.421,660.289,1.518,0.856,1.923,0.511,259.756,2.451,0.170,1.710,0.295
2023-05-14 18:09:34.561,1148.420,0.548,0.725,0.849,0.542,6802.502,4.172,2.458,2.420,2.734,4611.313,1.694,7.687,1.669,1.794,779.844,1.512,0.925,2.032,0.528,284.551,2.266,0.198,1.541,0.316
2023-05-14 18:09:34.681,1263.372,0.674,0.783,0.843,0.704,7590.362,4.855,3.239,3.035,3.398,4607.928,1.990,8.028,1.883,2.312,857.059,1.443,0.958,1.999,0.539,288.561,2.079,0.241,1.493,0.350
2023-05-14 18:09:34.810,1300.814,0.794,0.833,0.784,0.860,8132.630,5.790,4.435,3.983,4.334,4473.263,2.310,7.768,2.156,2.778,864.024,1.311,0.931,1.845,0.536,268.363,1.928,0.284,1.572,0.391
2023-05-14 18:09:34.936,1248.939,0.874,0.886,0.698,0.973,8436.753,6.849,5.919,5.112,5.325,4331.564,2.511,7.072,2.310,3.004,794.173,1.133,0.842,1.648,0.521,229.526,1.832,0.311,1.741,0.425
2023-05-14 18:09:35.056,1115.110,0.895,0.924,0.615,1.026,8164.705,7.727,7.335,6.085,6.119,4189.156,2.503,6.266,2.226,2.894,662.517,0.941,0.720,1.503,0.511,181.934,1.791,0.315,1.930,0.443
2023-05-14 18:09:35.183,920.019,0.871,0.936,0.581,1.051,7264.493,8.129,8.201,6.641,6.491,3951.039,2.277,5.678,1.909,2.494,499.070,0.775,0.606,1.476,0.524,135.127,1.780,0.295,2.062,0.440
